	4250.005	0.0321	0.0321
	4250.013	0.0320	0.0321
	4250.022	0.0321	0.0321
	4250.030	0.0324	0.0324
	4250.039	0.0328	0.0328
	4250.047	0.0334	0.0334
	4250.056	0.0339	0.0339
	4250.064	0.0344	0.0344
	4250.073	0.0347	0.0347
	4250.081	0.0350	0.0350
	4250.090	0.0351	0.0351
	4250.098	0.0351	0.0351
	4250.107	0.0349	0.0351
	4250.115	0.0346	0.0351
	4250.124	0.0343	0.0351
	4250.132	0.0338	0.0351
	4250.141	0.0334	0.0351
	4250.149	0.0330	0.0351
	4250.158	0.0328	0.0351
	4250.166	0.0327	0.0351
	4250.175	0.0327	0.0351
	4250.183	0.0330	0.0351
	4250.192	0.0333	0.0351
	4250.200	0.0336	0.0351
	4250.209	0.0339	0.0351
	4250.217	0.0341	0.0351
	4250.226	0.0341	0.0351
	4250.234	0.0340	0.0351
	4250.243	0.0337	0.0351
	4250.251	0.0334	0.0351
	4250.260	0.0330	0.0351
	4250.268	0.0327	0.0351
	4250.277	0.0323	0.0351
	4250.285	0.0321	0.0351
	4250.294	0.0319	0.0351
	4250.302	0.0317	0.0351
	4250.311	0.0315	0.0351
	4250.319	0.0314	0.0351
	4250.328	0.0314	0.0351
	4250.336	0.0316	0.0351
	4250.345	0.0318	0.0351
	4250.353	0.0322	0.0351
	4250.362	0.0327	0.0351
	4250.370	0.0332	0.0351
	4250.379	0.0337	0.0351
	4250.387	0.0341	0.0351
	4250.396	0.0343	0.0351
	4250.404	0.0344	0.0351
	4250.413	0.0343	0.0351
	4250.421	0.0340	0.0351
	4250.430	0.0336	0.0351
	4250.438	0.0332	0.0351
	4250.447	0.0329	0.0351
	4250.455	0.0326	0.0351
	4250.464	0.0325	0.0351
	4250.472	0.0326	0.0351
	4250.481	0.0329	0.0351
	4250.489	0.0332	0.0351
	4250.498	0.0335	0.0351
	4250.506	0.0339	0.0351
	4250.515	0.0340	0.0351
	4250.523	0.0341	0.0351
	4250.532	0.0339	0.0351
	4250.540	0.0336	0.0351
	4250.549	0.0332	0.0351
	4250.557	0.0327	0.0351
	4250.566	0.0323	0.0351
	4250.574	0.0320	0.0351
	4250.583	0.0319	0.0351
	4250.591	0.0319	0.0351
	4250.600	0.0321	0.0351
	4250.608	0.0324	0.0351
	4250.617	0.0326	0.0351
	4250.625	0.0328	0.0351
	4250.634	0.0329	0.0351
	4250.642	0.0328	0.0351
	4250.651	0.0326	0.0351
	4250.659	0.0324	0.0351
	4250.668	0.0322	0.0351
	4250.676	0.0321	0.0351
	4250.685	0.0322	0.0351
	4250.693	0.0323	0.0351
	4250.702	0.0324	0.0351
	4250.710	0.0324	0.0351
	4250.719	0.0324	0.0351
	4250.727	0.0323	0.0351
	4250.736	0.0320	0.0351
	4250.744	0.0317	0.0351
	4250.753	0.0313	0.0351
	4250.761	0.0310	0.0351
	4250.770	0.0308	0.0351
	4250.778	0.0306	0.0351
	4250.787	0.0304	0.0351
	4250.795	0.0302	0.0351
	4250.804	0.0300	0.0351
	4250.812	0.0298	0.0351
	4250.821	0.0296	0.0351
	4250.829	0.0294	0.0351
	4250.838	0.0292	0.0351
	4250.846	0.0290	0.0351
	4250.855	0.0290	0.0351
	4250.863	0.0292	0.0351
	4250.872	0.0296	0.0351
	4250.880	0.0302	0.0351
	4250.889	0.0309	0.0351
	4250.897	0.0318	0.0351
	4250.906	0.0326	0.0351
	4250.914	0.0334	0.0351
	4250.923	0.0340	0.0351
	4250.931	0.0345	0.0351
	4250.940	0.0349	0.0351
	4250.949	0.0352	0.0352
	4250.957	0.0354	0.0354
	4250.966	0.0355	0.0355
	4250.974	0.0356	0.0356
	4250.983	0.0356	0.0356
	4250.991	0.0357	0.0357
	4251.000	0.0357	0.0357
	4251.008	0.0357	0.0357
	4251.017	0.0357	0.0357
	4251.025	0.0358	0.0358
	4251.034	0.0358	0.0358
	4251.042	0.0358	0.0358
	4251.051	0.0358	0.0358
	4251.059	0.0358	0.0358
	4251.068	0.0358	0.0358
	4251.076	0.0359	0.0359
	4251.085	0.0359	0.0359
	4251.093	0.0359	0.0359
	4251.102	0.0359	0.0359
	4251.110	0.0358	0.0359
	4251.119	0.0358	0.0359
	4251.127	0.0358	0.0359
	4251.136	0.0358	0.0359
	4251.144	0.0358	0.0359
	4251.153	0.0358	0.0359
	4251.161	0.0358	0.0359
	4251.170	0.0359	0.0359
	4251.178	0.0359	0.0359
	4251.187	0.0359	0.0359
	4251.195	0.0359	0.0359
	4251.204	0.0359	0.0359
	4251.212	0.0359	0.0359
	4251.221	0.0359	0.0359
	4251.229	0.0359	0.0359
	4251.238	0.0359	0.0359
	4251.246	0.0359	0.0359
	4251.255	0.0359	0.0359
	4251.263	0.0359	0.0359
	4251.272	0.0359	0.0359
	4251.280	0.0359	0.0359
	4251.289	0.0359	0.0359
	4251.297	0.0359	0.0359
	4251.306	0.0359	0.0359
	4251.314	0.0360	0.0360
	4251.323	0.0360	0.0360
	4251.331	0.0360	0.0360
	4251.340	0.0360	0.0360
	4251.348	0.0359	0.0360
	4251.357	0.0359	0.0360
	4251.365	0.0359	0.0360
	4251.374	0.0359	0.0360
	4251.382	0.0359	0.0360
	4251.391	0.0359	0.0360
	4251.399	0.0359	0.0360
	4251.408	0.0359	0.0360
	4251.416	0.0359	0.0360
	4251.425	0.0359	0.0360
	4251.433	0.0359	0.0360
	4251.442	0.0360	0.0360
	4251.450	0.0360	0.0360
	4251.459	0.0360	0.0360
	4251.467	0.0360	0.0360
	4251.476	0.0360	0.0360
	4251.484	0.0360	0.0360
	4251.493	0.0360	0.0360
	4251.501	0.0360	0.0360
	4251.510	0.0360	0.0360
	4251.518	0.0360	0.0360
	4251.527	0.0360	0.0360
	4251.535	0.0360	0.0360
	4251.544	0.0359	0.0360
	4251.552	0.0359	0.0360
	4251.561	0.0359	0.0360
	4251.569	0.0359	0.0360
	4251.578	0.0359	0.0360
	4251.586	0.0359	0.0360
	4251.595	0.0359	0.0360
	4251.603	0.0358	0.0360
	4251.612	0.0357	0.0360
	4251.620	0.0357	0.0360
	4251.629	0.0356	0.0360
	4251.637	0.0355	0.0360
	4251.646	0.0354	0.0360
	4251.654	0.0354	0.0360
	4251.663	0.0353	0.0360
	4251.671	0.0353	0.0360
	4251.680	0.0354	0.0360
	4251.688	0.0354	0.0360
	4251.697	0.0355	0.0360
	4251.705	0.0356	0.0360
	4251.714	0.0357	0.0360
	4251.722	0.0358	0.0360
	4251.731	0.0358	0.0360
	4251.739	0.0359	0.0360
	4251.748	0.0359	0.0360
	4251.756	0.0359	0.0360
	4251.765	0.0359	0.0360
	4251.773	0.0359	0.0360
	4251.782	0.0359	0.0360
	4251.790	0.0359	0.0360
	4251.799	0.0359	0.0360
	4251.807	0.0359	0.0360
	4251.816	0.0360	0.0360
	4251.824	0.0360	0.0360
	4251.833	0.0360	0.0360
	4251.841	0.0360	0.0360
	4251.850	0.0360	0.0360
	4251.858	0.0360	0.0360
	4251.867	0.0360	0.0360
	4251.875	0.0360	0.0360
	4251.884	0.0360	0.0360
	4251.892	0.0360	0.0360
	4251.901	0.0360	0.0360
	4251.909	0.0360	0.0360
	4251.918	0.0360	0.0360
	4251.926	0.0360	0.0360
	4251.935	0.0360	0.0360
	4251.943	0.0359	0.0360
	4251.952	0.0359	0.0360
	4251.960	0.0359	0.0360
	4251.969	0.0359	0.0360
	4251.977	0.0359	0.0360
	4251.986	0.0359	0.0360
	4251.994	0.0359	0.0360
	4252.003	0.0359	0.0360
	4252.011	0.0358	0.0360
	4252.020	0.0358	0.0360
	4252.028	0.0358	0.0360
	4252.037	0.0358	0.0360
	4252.045	0.0358	0.0360
	4252.054	0.0358	0.0360
	4252.062	0.0359	0.0360
	4252.071	0.0359	0.0360
	4252.079	0.0359	0.0360
	4252.088	0.0359	0.0360
	4252.096	0.0359	0.0360
	4252.105	0.0359	0.0360
	4252.113	0.0359	0.0360
	4252.122	0.0359	0.0360
